area,street,mins_to_underground,housing_type,ceiling_height_m,bathroom_type,view,renovation_type,house_material_type,parking,living_area,kitchen_area,construction_year,house_commisioned,finishing_type,price_per_meter,deal_conditions,url,mortgage_availability,transport_accessibility_score,address
,,16.0,Вторичка,3.0,1 раздельный,Во двор,Евроремонт,Кирпичный,Наземная,75.0,10.0,,,,280000.0,свободная продажа,https://www.cian.ru/sale/flat/304279587/,возможна,,"Москва, ВАО, р-н Перово, Мартеновская ул., 5"
,,,Новостройка,295.0,"2 совмещенных, 1 раздельный",Во двор,Чистовая,Монолитный,,39.9,26.2,2027.0,Не сдан,,235519.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/308314650/,возможна,,"Москва, Сосенское поселение, Скандинавия жилой комплекс, 18.2.3"
,,4.0,Вторичка / Апартаменты,3.0,2 совмещенных,Во двор,Без ремонта,,,59.2,8.2,,,,310493.0,свободная продажа,https://www.cian.ru/sale/flat/308407991/,возможна,,"Москва, ЗАО, р-н Фили-Давыдково, ул. Ивана Франко, 6"
,,6.0,Новостройка,302.0,,,Без отделки,Монолитно-кирпичный,Подземная,49.6,10.5,2025.0,Не сдан,,496750.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/308463615/,возможна,,"Москва, Варшавское ш., 37АК1"
,,12.0,Вторичка,,,Во двор,,,,50.0,30.0,,,,422222.0,свободная продажа,https://www.cian.ru/sale/flat/308297975/,,,"Москва, САО, р-н Хорошевский, ул. Зорге, 9к1"
,,6.0,Новостройка,42.0,,На улицу,Без отделки,Монолитный,,47.8,,2023.0,Сдан,,550747.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/308070780/,Расположение,7.3,"Москва, ЮАО, р-н Нагатинский затон, просп. Андропова, 9/1к3"
,,5.0,Вторичка,31.0,,На улицу и двор,Без ремонта,Кирпичный,Наземная,56.4,13.0,,,,420994.0,альтернатива,https://www.cian.ru/sale/flat/305178599/,возможна,,"Москва, Плетешковский пер., 8С2"
,,,Новостройка,308.0,,,"Без отделки, предчистовая, чистовая",Монолитно-кирпичный,Подземная,54.1,7.1,2028.0,Не сдан,,517250.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/308422169/,возможна,,"Москва, САО, р-н Хорошевский, 3-й Хорошевский проезд, 3А"
,,23.0,Вторичка,285.0,2 совмещенных,Во двор,Дизайнерский,Монолитный,,59.0,18.9,,,,455026.0,свободная продажа,https://www.cian.ru/sale/flat/307092173/,возможна,,"Москва, СВАО, р-н Лосиноостровский, ул. Коминтерна, 15"
,,12.0,Вторичка,3.0,2 совмещенных,На улицу и двор,Евроремонт,Кирпичный,Наземная,50.0,11.0,,,,423529.0,альтернатива,https://www.cian.ru/sale/flat/306782537/,возможна,,"Москва, ВАО, р-н Сокольники, ул. Сокольнический Вал, 24К3"
,,6.0,Вторичка,,,На улицу и двор,Евроремонт,Панельный,,64.0,10.2,,,,326042.0,свободная продажа,https://www.cian.ru/sale/flat/306655788/,возможна,,"Москва, Ленинский просп., 127"
,,8.0,Вторичка,,1 раздельный,На улицу и двор,Евроремонт,Кирпичный,,71.4,8.7,,,,265000.0,свободная продажа,https://www.cian.ru/sale/flat/299293443/,возможна,,"Москва, СЗАО, р-н Щукино, ул. Маршала Вершинина, 9"
,,4.0,Вторичка,305.0,1 раздельный,На улицу и двор,Косметический,Кирпичный,Наземная,71.2,8.9,,,,271034.0,альтернатива,https://www.cian.ru/sale/flat/296566874/,возможна,,"Москва, САО, р-н Савеловский, 1-я Хуторская ул., 14"
,,4.0,Вторичка,264.0,1 раздельный,На улицу и двор,Косметический,,Наземная,63.0,8.0,,,,284091.0,свободная продажа,https://www.cian.ru/sale/flat/306394489/,возможна,,"Москва, СЗАО, р-н Хорошево-Мневники, просп. Маршала Жукова, 31"
,,14.0,Вторичка,31.0,1 совмещенный,,Евроремонт,Кирпичный,,53.0,27.0,,,,262887.0,свободная продажа,https://www.cian.ru/sale/flat/308239541/,возможна,,"Москва, 5-я Парковая ул., 48к2"
,,6.0,Вторичка,,1 раздельный,На улицу и двор,Косметический,Кирпичный,,57.4,9.2,,,,316530.0,свободная продажа,https://www.cian.ru/sale/flat/307874345/,возможна,,"Москва, ул. Костякова, 6/5"
,,10.0,Вторичка,27.0,2 совмещенных,На улицу и двор,Дизайнерский,Монолитный,Подземная,44.0,20.0,,,,310989.0,свободная продажа,https://www.cian.ru/sale/flat/290216223/,возможна,,"Москва, ЮЗАО, р-н Южное Бутово, ул. Поляны, 5Ак1"
,,15.0,Вторичка,264.0,2 совмещенных,Во двор,Дизайнерский,Панельный,Наземная,67.0,9.3,,,,293501.0,свободная продажа,https://www.cian.ru/sale/flat/301825290/,,,"Москва, ЮЗАО, р-н Теплый Стан, ул. Академика Бакулева, 2"
,,,Вторичка,,1 раздельный,На улицу и двор,Без ремонта,Кирпичный,,69.4,8.0,,,,290000.0,свободная продажа,https://www.cian.ru/sale/flat/294451935/,возможна,,"Москва, ЮАО, р-н Даниловский, Павелецкая наб., 10К1"
,,4.0,Вторичка / Апартаменты,3.0,"1 совмещенный, 1 раздельный",На улицу и двор,Без ремонта,,Подземная,,20.0,,,,347059.0,свободная продажа,https://www.cian.ru/sale/flat/305231329/,возможна,,"Москва, ЗАО, р-н Фили-Давыдково, ул. Ивана Франко, 6"
,,11.0,Вторичка,264.0,"1 совмещенный, 1 раздельный",Во двор,Евроремонт,Панельный,Наземная,63.8,10.1,,,,311510.0,свободная продажа,https://www.cian.ru/sale/flat/305831051/,возможна,,"Москва, Варшавское ш., 108К1"
,,,Вторичка,,"1 совмещенный, 2 раздельных",На улицу и двор,Без ремонта,Монолитный,Наземная,60.0,10.0,,,,318134.0,свободная продажа,https://www.cian.ru/sale/flat/298578355/,возможна,,"Москва, ЗАО, р-н Можайский, ул. Петра Алексеева, 14"
,,4.0,Вторичка,265.0,"1 совмещенный, 2 раздельных",На улицу,Без ремонта,Панельный,Наземная,49.0,10.0,,,,364880.0,свободная продажа,https://www.cian.ru/sale/flat/264260601/,возможна,,"Москва, ЮАО, р-н Даниловский, Большая Тульская ул., 2"
,,8.0,Вторичка,315.0,2 совмещенных,,Без ремонта,,Подземная,64.0,12.0,,,,359911.0,свободная продажа,https://www.cian.ru/sale/flat/304314076/,возможна,,"Москва, САО, р-н Левобережный, Фестивальная ул., 15К4"
,,10.0,Вторичка,3.0,"1 совмещенный, 1 раздельный",Во двор,Без ремонта,Монолитный,Открытая,70.0,5.0,,,,390713.0,свободная продажа,https://www.cian.ru/sale/flat/307626511/,,,"Москва, СВАО, р-н Останкинский, ул. Годовикова, 11к2"
,,8.0,Вторичка,31.0,"1 совмещенный, 1 раздельный",На улицу и двор,Без ремонта,,Подземная,51.3,11.3,,,,357143.0,свободная продажа,https://www.cian.ru/sale/flat/307312642/,,,"Москва, ЮВАО, р-н Лефортово, ул. Крузенштерна, 12к3"
,,,Вторичка,26.0,"1 совмещенный, 1 раздельный",На улицу и двор,Дизайнерский,Монолитно-кирпичный,,72.0,18.0,,,,246660.0,свободная продажа,https://www.cian.ru/sale/flat/307706837/,возможна,,"Москва, Московский, 3-й микрорайон, 10"
,,6.0,Вторичка,32.0,"1 совмещенный, 1 раздельный",На улицу и двор,Косметический,Кирпичный,Наземная,68.0,14.0,,,,349000.0,свободная продажа,https://www.cian.ru/sale/flat/289200563/,возможна,,"Москва, Ленинградский просп., 14К1"
,,13.0,Вторичка,28.0,"1 совмещенный, 1 раздельный",На улицу,Без ремонта,Кирпичный,Наземная,60.3,8.9,,,,376858.0,свободная продажа,https://www.cian.ru/sale/flat/307590993/,возможна,,"Москва, Ленинский просп., 77К2"
