area,street,mins_to_underground,housing_type,ceiling_height_m,bathroom_type,view,renovation_type,house_material_type,parking,living_area,kitchen_area,construction_year,house_commisioned,finishing_type,price_per_meter,deal_conditions,url,mortgage_availability,transport_accessibility_score,address
,,,Новостройка,295.0,,,,,,54.5,7.5,2026.0,Не сдан,,255371.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306031449/,,,"Москва, Газопровод поселок, Смарт Гарден жилой комплекс, 2"
,,13.0,Новостройка,3.0,2 совмещенных,На улицу и двор,Без отделки,Монолитный,Подземная,40.3,23.8,2024.0,Не сдан,,705091.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307682070/,возможна,,"Москва, Левел Мичуринский жилой комплекс, к4"
,,7.0,Новостройка,3.0,,,"Без отделки, предчистовая",Монолитный,,61.9,,2023.0,Сдан,,491900.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307958978/,возможна,6.1,"Москва, ЮЗАО, р-н Обручевский, ул. Архитектора Власова, 71к2"
,,9.0,Новостройка,285.0,2 совмещенных,Во двор,Без отделки,Монолитный,Подземная,45.9,22.4,2027.0,Не сдан,,497482.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307680297/,возможна,,"Москва, Левел Южнопортовая жилой комплекс, 2"
,,9.0,Вторичка,4.0,1 раздельный,Во двор,Косметический,Кирпичный,,60.0,8.6,,,,219101.0,альтернатива,https://www.cian.ru/sale/flat/307815715/,,,"Москва, 1-й Институтский проезд, 4/2"
,,12.0,Новостройка,315.0,,,"Без отделки, предчистовая, чистовая",Монолитно-кирпичный,Подземная,57.9,10.5,2024.0,Сдан,,713900.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/288458818/,возможна,6.7,"Москва, СВАО, р-н Ростокино, ул. Вильгельма Пика, 1"
,,6.0,Вторичка,275.0,1 совмещенный,На улицу и двор,Евроремонт,Монолитный,Наземная,70.0,20.0,,,,256768.0,свободная продажа,https://www.cian.ru/sale/flat/307729890/,возможна,,"Москва, Изюмская ул., 26К2"
,,12.0,Новостройка,315.0,,,"Без отделки, предчистовая, чистовая",Монолитно-кирпичный,Подземная,57.6,10.5,2024.0,Сдан,,688900.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/301328407/,возможна,6.7,"Москва, СВАО, р-н Ростокино, ул. Вильгельма Пика, 1"
,,,Новостройка,287.0,,,"Без отделки, предчистовая, чистовая",Монолитно-кирпичный,Подземная,53.5,21.1,2027.0,Не сдан,,305137.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/303088352/,возможна,6.2,"Москва, СЗАО, р-н Покровское-Стрешнево, Скай Гарден жилой комплекс"
,,18.0,Новостройка,315.0,,,"Без отделки, предчистовая, чистовая",Монолитно-кирпичный,Подземная,51.5,12.0,2024.0,Не сдан,,511150.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/308109605/,возможна,7.0,"Москва, ЮЗАО, р-н Обручевский, Архитектор жилой комплекс"
,,8.0,Новостройка,,2 раздельных,На улицу и двор,Без отделки,Монолитный,Подземная,63.0,30.0,2026.0,Не сдан,,335609.0,переуступка,https://www.cian.ru/sale/flat/304453141/,возможна,,"Москва, ЮАО, р-н Нагорный, Электролитный проезд, 12Б"
,,6.0,Новостройка,3.0,,,"Без отделки, предчистовая",Монолитный,,61.8,,2025.0,Не сдан,,466900.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/305074922/,возможна,6.1,"Москва, ЮЗАО, р-н Обручевский, Эвер жилой комплекс"
,,7.0,Вторичка,32.0,2 совмещенных,Во двор,Без ремонта,Монолитно-кирпичный,Подземная,,22.6,,,,379121.0,свободная продажа,https://www.cian.ru/sale/flat/300818719/,возможна,,"Москва, САО, р-н Левобережный, Фестивальная ул., 15к24/3"
,,,Новостройка,31.0,,,"Без отделки, предчистовая, черновая, чистовая","Монолитно-кирпичный, монолитный",Подземная,,,2025.0,Не сдан,,257976.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306739219/,возможна,4.1,"Москва, НАО (Новомосковский), Сосенское поселение, Скандинавия жилой комплекс, 25.6"
,,7.0,Вторичка,3.0,2 совмещенных,На улицу,Без ремонта,,Многоуровневая,,10.0,,,,359001.0,свободная продажа,https://www.cian.ru/sale/flat/301809170/,возможна,,"Москва, Мосфильмовская ул., 98к1"
,,8.0,Вторичка,27.0,,,Дизайнерский,Панельный,Наземная,57.4,11.7,,,,323232.0,свободная продажа,https://www.cian.ru/sale/flat/305255451/,возможна,,"Москва, ЮВАО, р-н Марьино, Люблинская ул., 179/1"
,,8.0,Вторичка,28.0,1 раздельный,Во двор,Без ремонта,Панельный,Открытая,58.0,8.0,,,,297778.0,свободная продажа,https://www.cian.ru/sale/flat/297945043/,возможна,,"Москва, СВАО, р-н Алексеевский, просп. Мира, 184К2"
,,17.0,Новостройка,32.0,,Во двор,"Без отделки, черновая",Монолитно-кирпичный,Подземная,71.4,14.4,2024.0,Сдан,,451500.0,свободная продажа,https://www.cian.ru/sale/flat/297432167/,возможна,7.3,"Москва, СВАО, р-н Марфино, Ботаническая ул., 29Ак3"
,,,Вторичка,,3 совмещенных,На улицу и двор,Без ремонта,Монолитный,Многоуровневая,64.0,7.7,,,,835010.0,свободная продажа,https://www.cian.ru/sale/flat/306979031/,,,"Москва, ЗАО, р-н Раменки, просп. Генерала Дорохова, 39к1Г"
,,12.0,Вторичка,31.0,1 совмещенный,Во двор,Дизайнерский,Кирпичный,Наземная,69.1,9.0,,,,311224.0,свободная продажа,https://www.cian.ru/sale/flat/304322505/,возможна,,"Москва, 1-я Хуторская ул., 2К3"
,,,Вторичка,,3 совмещенных,На улицу и двор,Без ремонта,Монолитный,Многоуровневая,63.5,,,,,608421.0,свободная продажа,https://www.cian.ru/sale/flat/306540647/,,,"Москва, ЗАО, р-н Раменки, просп. Генерала Дорохова, 39к1В"
,,13.0,Вторичка,31.0,1 совмещенный,Во двор,Евроремонт,Кирпичный,Наземная,62.6,8.7,,,,369722.0,свободная продажа,https://www.cian.ru/sale/flat/308100061/,возможна,,"Москва, САО, р-н Беговой, ул. Расковой, 12"
,,19.0,Новостройка,285.0,,,,,,51.6,,2028.0,Не сдан,,344400.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307999675/,,,"Москва, Верейская ул., 29С32А"
,,19.0,Вторичка / Апартаменты,28.0,2 совмещенных,Во двор,Дизайнерский,Монолитный,Наземная,,7.0,,,,367000.0,свободная продажа,https://www.cian.ru/sale/flat/308179005/,возможна,,"Москва, СЗАО, р-н Покровское-Стрешнево, Летная ул., 99С3"
,,19.0,Новостройка,285.0,,,Без отделки,,,51.8,,2028.0,Не сдан,,361700.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307999284/,Расположение,,"Москва, ЗАО, р-н Можайский, Верейская ул., 29С32А"
,,2025.0,Новостройка,315.0,,,,Монолитно-кирпичный,Подземная,60.0,7.0,2027.0,Не сдан,,478695.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/303682804/,возможна,,"Москва, Сидней Сити жилой комплекс, к6/3"
,,,Вторичка,,2 совмещенных,На улицу и двор,Без ремонта,,Многоуровневая,,,,,,609491.0,свободная продажа,https://www.cian.ru/sale/flat/304329856/,,,"Москва, просп. Генерала Дорохова, 39к2Б"
,,,Вторичка,27.0,"1 совмещенный, 1 раздельный",На улицу,Евроремонт,Панельный,Подземная,51.3,13.8,,,,270270.0,свободная продажа,https://www.cian.ru/sale/flat/304065418/,возможна,,"Москва, № 100 квартал, 1к2"
,,6.0,Вторичка,31.0,1 раздельный,На улицу,Косметический,Монолитный,,65.2,8.9,,,,295820.0,свободная продажа,https://www.cian.ru/sale/flat/305151678/,возможна,,"Москва, Ленинградское ш., 96К1"
,,,Новостройка,299.0,2 совмещенных,Во двор,Чистовая,Монолитный,Подземная,60.7,10.9,2024.0,Не сдан,,277655.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307734257/,возможна,,"Москва, Сосенское поселение, Скандинавия жилой комплекс, к36.1.1"
,,9.0,Вторичка,27.0,1 совмещенный,,Косметический,Кирпичный,Наземная,56.2,9.0,,,,388889.0,свободная продажа,https://www.cian.ru/sale/flat/305660284/,возможна,,"Москва, Глинистый пер., 14"
,,15.0,Вторичка,264.0,1 раздельный,На улицу,Евроремонт,Панельный,,63.5,8.0,,,,287588.0,свободная продажа,https://www.cian.ru/sale/flat/305376943/,возможна,,"Москва, ВАО, р-н Богородское, Ивантеевская ул., 3К1"
,,,Новостройка,33.0,"2 совмещенных, 1 раздельный",Во двор,"Без отделки, чистовая",Монолитный,Подземная,,20.9,2023.0,Сдан,,345010.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/304079089/,возможна,6.6,"Москва, ЗАО, р-н Можайский, ул. Петра Алексеева, 14"
,,4.0,Вторичка,,1 раздельный,,Без ремонта,Кирпичный,Наземная,73.9,9.0,,,,270000.0,свободная продажа,https://www.cian.ru/sale/flat/307272867/,возможна,,"Москва, СВАО, р-н Бутырский, ул. Фонвизина, 14"
,,8.0,Вторичка,264.0,"1 совмещенный, 1 раздельный",Во двор,Дизайнерский,Панельный,,60.0,8.6,,,,273823.0,альтернатива,https://www.cian.ru/sale/flat/301559986/,возможна,,"Москва, ул. Знаменские Садки, 5К1"
,,8.0,Новостройка,3.0,,,"Без отделки, предчистовая",Монолитный,,59.1,,2025.0,Не сдан,,520100.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/301261572/,возможна,6.1,"Москва, ЮЗАО, р-н Обручевский, Эвер жилой комплекс"
,,6.0,Вторичка,,1 раздельный,Во двор,Косметический,Кирпичный,,65.4,9.0,,,,307450.0,альтернатива,https://www.cian.ru/sale/flat/305385636/,возможна,,"Москва, ВАО, р-н Преображенское, Преображенская ул., 5/7"
,,10.0,Вторичка,3.0,,На улицу,Дизайнерский,Монолитный,,52.5,12.0,,,,734694.0,свободная продажа,https://www.cian.ru/sale/flat/304229046/,возможна,,"Москва, СВАО, р-н Останкинский, ул. Годовикова, 11к2"
,,8.0,Вторичка,31.0,2 совмещенных,На улицу и двор,Дизайнерский,,Подземная,,25.0,,,,564516.0,свободная продажа,https://www.cian.ru/sale/flat/308176260/,возможна,,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 120к1"
,,8.0,Новостройка,3.0,,,"Предчистовая, черновая, чистовая",Монолитный,,46.7,,2025.0,Не сдан,,482151.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/303988496/,Расположение,7.0,"Москва, ЗАО, р-н Очаково-Матвеевское, Озерная ул., 42С7"
,,9.0,Новостройка,285.0,,Во двор,Предчистовая,Монолитно-кирпичный,Подземная,41.9,,2027.0,Не сдан,,358515.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307960454/,возможна,6.0,"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш., 95/1к8"
,,,Новостройка,289.0,,,Без отделки,Монолитный,Подземная,,,2025.0,Не сдан,,211884.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306737772/,возможна,,"Москва, Сосенское поселение, Скандинавия жилой комплекс, 25.7"
,,4.0,Вторичка,3.0,2 раздельных,На улицу и двор,Евроремонт,Монолитный,Подземная,,10.0,,,,390000.0,свободная продажа,https://www.cian.ru/sale/flat/303866142/,возможна,,"Москва, ул. Маршала Рыбалко, 2к1"
,,10.0,Вторичка / Апартаменты,32.0,2 совмещенных,На улицу и двор,Дизайнерский,Монолитный,Подземная,,,,,,582371.0,свободная продажа,https://www.cian.ru/sale/flat/295153747/,возможна,,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с40"
,,6.0,Вторичка / Апартаменты,31.0,,На улицу,Евроремонт,Сталинский,Наземная,70.0,10.0,,,,205479.0,свободная продажа,https://www.cian.ru/sale/flat/308466251/,возможна,,"Москва, Варшавское ш., 16"
,,15.0,Вторичка,,1 совмещенный,На улицу и двор,Косметический,Монолитно-кирпичный,Наземная,,15.0,,,,110000.0,свободная продажа,https://www.cian.ru/sale/flat/307742292/,возможна,,"Москва, НАО (Новомосковский), Румянцево деревня, ул. Садовая, 60"
,,12.0,Вторичка,,1 совмещенный,На улицу и двор,Дизайнерский,Панельный,Наземная,64.0,14.0,,,,325000.0,свободная продажа,https://www.cian.ru/sale/flat/307709604/,возможна,,"Москва, ЗАО, р-н Кунцево, Оршанская ул., 9"
,,,Новостройка,3.0,2 совмещенных,Во двор,"Без отделки, предчистовая",Монолитный,Подземная,,11.6,2024.0,Не сдан,,578000.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/304076634/,возможна,6.3,"Москва, ЮАО, р-н Даниловский, Г микрорайон, Форивер жилой комплекс, 8"
,,5.0,Новостройка,31.0,,На улицу,Без отделки,Монолитно-кирпичный,,48.0,,2024.0,Не сдан,,419160.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306467473/,Расположение,8.3,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к9"
,,13.0,Новостройка,31.0,"2 совмещенных, 1 раздельный",Во двор,Без отделки,Монолитный,,41.7,30.0,2025.0,Не сдан,,211053.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306744161/,возможна,2.5,"Москва, НАО (Новомосковский), Дзен-кварталы жилой комплекс, 4.2"
,,12.0,Вторичка,264.0,1 раздельный,Во двор,Евроремонт,Панельный,Наземная,57.5,8.4,,,,269364.0,альтернатива,https://www.cian.ru/sale/flat/305412640/,возможна,,"Москва, ЮВАО, р-н Марьино, Новомарьинская ул., 14/15"
,,8.0,Новостройка,31.0,,,Без отделки,Монолитный,,60.0,8.3,2023.0,Сдан,,394287.0,свободная продажа,https://www.cian.ru/sale/flat/298334767/,Расположение,7.4,"Москва, САО, р-н Левобережный, Фестивальная ул., 15к24/3"
,,15.0,Вторичка,,"2 совмещенных, 1 раздельный",На улицу и двор,Без ремонта,,Подземная,,,,,,623701.0,свободная продажа,https://www.cian.ru/sale/flat/298648663/,возможна,,"Москва, ЗАО, р-н Раменки, Вест Гарден жилой комплекс, к10"
,,11.0,Вторичка,,,,Без ремонта,,,45.0,24.2,,,,488902.0,свободная продажа,https://www.cian.ru/sale/flat/308300955/,,,"Москва, Союз жилой комплекс, к1"
,,13.0,Новостройка,3.0,,,"Без отделки, чистовая",Монолитный,Подземная,,,2025.0,Не сдан,,508118.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/303832371/,возможна,7.3,"Москва, СВАО, р-н Марьина роща, Полковая ул., 1С12"
,,7.0,Новостройка,315.0,,,Без отделки,Монолитно-кирпичный,,59.6,,2026.0,Не сдан,,421600.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/301425807/,возможна,6.7,"Москва, ЮАО, р-н Нагорный, Твелв жилой комплекс"
,,3.0,Вторичка,315.0,1 раздельный,На улицу и двор,Дизайнерский,,Наземная,,7.2,,,,477174.0,свободная продажа,https://www.cian.ru/sale/flat/305147199/,возможна,,"Москва, ЦАО, р-н Басманный, ул. Земляной Вал, 25"
,,15.0,Вторичка,27.0,2 совмещенных,На улицу и двор,Косметический,Панельный,Наземная,42.3,22.3,,,,309783.0,свободная продажа,https://www.cian.ru/sale/flat/307066572/,возможна,,"Москва, ЮАО, р-н Орехово-Борисово Южное, Ясеневая ул., 12к2"
,,11.0,Новостройка,298.0,3 совмещенных,,"Без отделки, предчистовая",Монолитный,,,26.3,2027.0,Не сдан,,430500.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307834574/,возможна,6.4,"Москва, САО, р-н Войковский, Инджой жилой комплекс"
,,8.0,Вторичка,27.0,"1 совмещенный, 1 раздельный",На улицу и двор,Без ремонта,Панельный,,57.2,10.3,,,,211364.0,альтернатива,https://www.cian.ru/sale/flat/307089337/,возможна,,"Москва, Зеленоград, к1804Б"
,,19.0,Новостройка,32.0,,Во двор,Без отделки,Монолитный,Подземная,66.4,13.6,2024.0,Сдан,,456000.0,свободная продажа,https://www.cian.ru/sale/flat/306680118/,возможна,,"Москва, Вери жилой комплекс, к1"
,,6.0,Вторичка,264.0,1 раздельный,Во двор,Косметический,Панельный,Наземная,56.5,12.0,,,,198638.0,свободная продажа,https://www.cian.ru/sale/flat/296044021/,возможна,,"Москва, Зеленоград, К1824"
,,14.0,Вторичка,,1 раздельный,,Косметический,,Наземная,63.5,10.0,,,,292339.0,свободная продажа,https://www.cian.ru/sale/flat/307667146/,возможна,,"Москва, просп. Маршала Жукова, 47"
,,8.0,Вторичка,264.0,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,62.0,10.0,,,,218681.0,свободная продажа,https://www.cian.ru/sale/flat/301887300/,возможна,,"Москва, ЮЗАО, р-н Южное Бутово, ул. Адмирала Лазарева, 43"
,,6.0,Вторичка,264.0,1 раздельный,Во двор,Косметический,Панельный,,62.7,10.0,,,,188968.0,альтернатива,https://www.cian.ru/sale/flat/298836708/,возможна,,"Москва, ЗАО, р-н Ново-Переделкино, Боровское ш., 33К1"
,,6.0,Вторичка,,1 раздельный,На улицу и двор,Косметический,Монолитный,,66.0,10.0,,,,280851.0,свободная продажа,https://www.cian.ru/sale/flat/303645751/,возможна,,"Москва, ЮАО, р-н Донской, Варшавское ш., 16"
,,12.0,Вторичка,3.0,1 раздельный,Во двор,Косметический,Кирпичный,Наземная,,10.0,,,,364641.0,свободная продажа,https://www.cian.ru/sale/flat/306658384/,возможна,,"Москва, ЮАО, р-н Даниловский, Большая Серпуховская ул., 62"
,,17.0,Новостройка / Апартаменты,3.0,,Во двор,"Без отделки, черновая",Монолитный,,68.1,24.0,2026.0,Не сдан,,350000.0,свободная продажа,https://www.cian.ru/sale/flat/306637626/,возможна,,"Москва, ВАО, р-н Преображенское, Потешная ул."
,,11.0,Вторичка,264.0,2 раздельных,На улицу и двор,Косметический,Панельный,Открытая,66.0,11.0,,,,214286.0,альтернатива,https://www.cian.ru/sale/flat/307825653/,возможна,,"Москва, ул. Рудневка, 18"
,,8.0,Вторичка,32.0,1 совмещенный,Во двор,Евроремонт,Кирпичный,Наземная,61.8,8.2,,,,359589.0,альтернатива,https://www.cian.ru/sale/flat/295936287/,возможна,,"Москва, САО, р-н Аэропорт, Ленинградский просп., 50"
,,5.0,Вторичка,28.0,1 раздельный,Во двор,Без ремонта,Кирпичный,,39.0,10.8,,,,494845.0,свободная продажа,https://www.cian.ru/sale/flat/299562910/,возможна,,"Москва, 1-я Тверская-Ямская ул., 10"
,,13.0,Новостройка,3.0,2 совмещенных,На улицу и двор,Без отделки,Монолитный,Подземная,59.8,6.0,2024.0,Не сдан,,708394.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307682076/,возможна,,"Москва, Левел Мичуринский жилой комплекс, к4"
,,15.0,Вторичка,,2 раздельных,Во двор,Евроремонт,Кирпичный,,63.5,8.8,,,,319588.0,свободная продажа,https://www.cian.ru/sale/flat/306959134/,возможна,,"Москва, СЗАО, р-н Щукино, ул. Расплетина, 3К4"
,,5.0,Вторичка,,1 раздельный,Во двор,Косметический,,Наземная,70.0,8.5,,,,280000.0,альтернатива,https://www.cian.ru/sale/flat/263468850/,возможна,,"Москва, Нагатинская ул., 26"
,,12.0,Новостройка,3.0,,,"Черновая, чистовая",Монолитный,Подземная,59.7,26.7,2024.0,Не сдан,,547484.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/300296833/,Расположение,7.2,"Москва, ЮАО, р-н Даниловский, Вау жилой комплекс"
,,10.0,Вторичка,3.0,"1 совмещенный, 1 раздельный",На улицу и двор,Дизайнерский,Монолитный,,66.5,10.0,,,,467290.0,свободная продажа,https://www.cian.ru/sale/flat/305629720/,возможна,,"Москва, ЮВАО, р-н Нижегородский, Рязанский просп., 2/1к3Л"
,,1.0,Вторичка,305.0,2 совмещенных,На улицу,Дизайнерский,Монолитный,Подземная,60.0,20.0,,,,508949.0,свободная продажа,https://www.cian.ru/sale/flat/305804591/,возможна,,"Москва, САО, р-н Тимирязевский, Дмитровский проезд, 1"
,,12.0,Вторичка,,,На улицу и двор,Косметический,Кирпичный,,,8.0,,,,296907.0,альтернатива,https://www.cian.ru/sale/flat/306229836/,возможна,,"Москва, ЦАО, р-н Пресненский, ул. Костикова, 7"
,,8.0,Вторичка,31.0,,На улицу и двор,Без ремонта,,Подземная,51.3,11.0,,,,357143.0,свободная продажа,https://www.cian.ru/sale/flat/307265399/,,,"Москва, ЮВАО, р-н Лефортово, ул. Крузенштерна, 12к3"
,,14.0,Вторичка,,"1 совмещенный, 1 раздельный",На улицу и двор,Без ремонта,,,58.7,18.8,,,,420561.0,свободная продажа,https://www.cian.ru/sale/flat/305958447/,возможна,,"Москва, просп. Лихачева, 22"
,,13.0,Вторичка,3.0,1 совмещенный,Во двор,Дизайнерский,,,,10.0,,,,502353.0,свободная продажа,https://www.cian.ru/sale/flat/306083583/,возможна,,"Москва, Петровско-Разумовский проезд, 16"
,,14.0,Новостройка,315.0,,,"Без отделки, предчистовая, чистовая",Монолитно-кирпичный,Подземная,56.9,15.0,2024.0,Сдан,,689900.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/302459516/,возможна,6.7,"Москва, СВАО, р-н Ростокино, ул. Вильгельма Пика, 1"
,,17.0,Вторичка,,2 раздельных,Во двор,Без ремонта,Панельный,,62.8,10.1,,,,246073.0,альтернатива,https://www.cian.ru/sale/flat/295978938/,,,"Москва, проезд Шокальского, 20"
,,,Вторичка,28.0,"1 совмещенный, 1 раздельный",На улицу и двор,Дизайнерский,Монолитно-кирпичный,Наземная,65.0,18.0,,,,268041.0,свободная продажа,https://www.cian.ru/sale/flat/308153728/,возможна,,"Москва, НАО (Новомосковский), Московский, 3-й микрорайон, 10"
,,7.0,Вторичка,27.0,1 раздельный,Во двор,Косметический,Панельный,Наземная,63.7,10.5,,,,259900.0,альтернатива,https://www.cian.ru/sale/flat/304570885/,возможна,,"Москва, ЮАО, р-н Орехово-Борисово Южное, Ореховый бул., 20/2"
,,5.0,Вторичка,264.0,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,,10.0,,,,261996.0,альтернатива,https://www.cian.ru/sale/flat/305944545/,возможна,,"Москва, Луговой проезд, 2"
,,5.0,Вторичка,264.0,"1 совмещенный, 1 раздельный",,Косметический,Панельный,,62.7,11.3,,,,252376.0,альтернатива,https://www.cian.ru/sale/flat/292658999/,возможна,,"Москва, Южнобутовская ул., 86К2"
,,6.0,Вторичка,3.0,1 раздельный,На улицу и двор,Косметический,Кирпичный,,60.3,9.7,,,,416560.0,свободная продажа,https://www.cian.ru/sale/flat/305506041/,,,"Москва, ЦАО, р-н Таганский, ул. Малые Каменщики, 4"
,,7.0,Вторичка,3.0,1 раздельный,На улицу и двор,Без ремонта,,Наземная,73.1,8.1,,,,193312.0,альтернатива,https://www.cian.ru/sale/flat/304311496/,возможна,,"Москва, ЮАО, р-н Нагорный, Варшавское ш., 70К1"
,,7.0,Вторичка,32.0,1 раздельный,На улицу,Без ремонта,,Наземная,71.5,9.3,,,,389141.0,свободная продажа,https://www.cian.ru/sale/flat/305872837/,возможна,,"Москва, ЦАО, р-н Пресненский, Зоологический пер., 9-11"
,,12.0,Вторичка,27.0,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,55.0,10.3,,,,326316.0,альтернатива,https://www.cian.ru/sale/flat/300158362/,возможна,,"Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского, 127"
,,5.0,Вторичка,3.0,1 совмещенный,На улицу,Дизайнерский,,Наземная,58.0,21.0,,,,411340.0,свободная продажа,https://www.cian.ru/sale/flat/294113334/,,,"Москва, ЗАО, р-н Раменки, Мичуринский просп., 21К2"
,,10.0,Вторичка,307.0,1 раздельный,,Косметический,Кирпичный,Наземная,69.2,8.4,,,,426230.0,альтернатива,https://www.cian.ru/sale/flat/307044314/,возможна,,"Москва, ул. Чаплыгина, 16"
,,20.0,Новостройка,4.0,,,Без отделки,,,58.5,,2026.0,Не сдан,,715300.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/301260338/,возможна,,"Москва, Эра жилой комплекс, 3"
,,4.0,Вторичка,27.0,2 совмещенных,Во двор,Дизайнерский,Монолитный,Наземная,58.4,12.6,,,,323593.0,альтернатива,https://www.cian.ru/sale/flat/303255818/,возможна,,"Москва, Щелковское ш., 61"
,,14.0,Вторичка,,1 раздельный,На улицу,Без ремонта,Монолитный,,70.7,12.0,,,,399088.0,свободная продажа,https://www.cian.ru/sale/flat/297172018/,возможна,,"Москва, СВАО, р-н Бутырский, Новодмитровская ул., 2к7"
,,4.0,Вторичка,33.0,2 раздельных,На улицу и двор,Косметический,,,65.0,9.0,,,,528053.0,свободная продажа,https://www.cian.ru/sale/flat/304269437/,возможна,,"Москва, Тетеринский пер., 16"
,,14.0,Вторичка,26.0,2 совмещенных,На улицу и двор,Дизайнерский,Монолитный,,55.9,23.0,,,,315847.0,свободная продажа,https://www.cian.ru/sale/flat/301043918/,возможна,,"Москва, ул. Саларьевская, 16к5"
,,18.0,Новостройка,27.0,1 совмещенный,На улицу,,,,70.0,3.0,2028.0,Не сдан,,545758.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/308422669/,,,"Москва, Левел Звенигородская жилой комплекс"
,,4.0,Вторичка,32.0,1 совмещенный,На улицу и двор,Косметический,Кирпичный,Наземная,66.9,8.1,,,,357863.0,свободная продажа,https://www.cian.ru/sale/flat/302747577/,возможна,,"Москва, Семеновская наб., 3/1К7"
,,15.0,Вторичка,28.0,"1 совмещенный, 1 раздельный",На улицу и двор,Евроремонт,Монолитный,Подземная,64.5,10.0,,,,356842.0,свободная продажа,https://www.cian.ru/sale/flat/306040255/,возможна,,"Москва, Можайское ш., 45К1"
,,15.0,Вторичка,26.0,1 совмещенный,Во двор,Евроремонт,Панельный,Открытая,62.0,10.0,,,,274424.0,альтернатива,https://www.cian.ru/sale/flat/299784538/,возможна,,"Москва, САО, р-н Савеловский, Полтавская ул., 47К1"
,,18.0,Новостройка,27.0,1 совмещенный,На улицу,,,,70.7,,2028.0,Не сдан,,562958.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/308422670/,,,"Москва, Левел Звенигородская жилой комплекс"
,,13.0,Вторичка,32.0,1 раздельный,На улицу и двор,Косметический,Кирпичный,,56.7,10.0,,,,371179.0,альтернатива,https://www.cian.ru/sale/flat/295415977/,возможна,,"Москва, САО, р-н Беговой, Ленинградский просп., 28"
,,13.0,Новостройка,3.0,2 совмещенных,На улицу и двор,,Монолитный,Подземная,45.1,29.7,2025.0,Не сдан,,745100.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307681932/,возможна,,"Москва, Левел Мичуринский жилой комплекс, к3"
,,8.0,Вторичка,3.0,1 совмещенный,Во двор,Косметический,Кирпичный,Наземная,60.0,8.0,,,,284738.0,свободная продажа,https://www.cian.ru/sale/flat/307504543/,возможна,,"Москва, СВАО, р-н Останкинский, Большая Марьинская ул., 7К2"
,,20.0,Новостройка,297.0,,,"Без отделки, предчистовая, черновая, чистовая",Монолитный,Подземная,87.5,,2026.0,Не сдан,,343153.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/308066655/,Расположение,5.8,"Москва, ВАО, р-н Метрогородок, Сиреневый парк жилой комплекс"
,,9.0,Вторичка,33.0,1 раздельный,Во двор,Евроремонт,Кирпичный,,59.0,11.9,,,,409000.0,свободная продажа,https://www.cian.ru/sale/flat/294509406/,возможна,,"Москва, ЦАО, р-н Тверской, Новослободская ул., 54С2"
,,,Вторичка,26.0,"1 совмещенный, 1 раздельный",На улицу и двор,Дизайнерский,,Подземная,46.0,12.0,,,,226374.0,свободная продажа,https://www.cian.ru/sale/flat/305367652/,возможна,,"Москва, 6-я Радиальная ул., вл7к28"
